,word,transcript,freq,corr
1130,"['т', 'о', 'с', 'т']","['t', 'o0', 's', 't']",1714,"[('т', 't'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
1131,"['т', 'р', 'о', 'н']","['t', 'r', 'o0', 'n']",1714,"[('т', 't'), ('р', 'r'), ('о', 'o0'), ('н', 'n')]"
1132,"['ц', 'и', 'к', 'л']","['c', 'y0', 'k', 'l']",1714,"[('ц', 'c'), ('и', 'y0'), ('к', 'k'), ('л', 'l')]"
1133,"['ч', 'и', 'н']","['ch', 'i0', 'n']",1714,"[('ч', 'ch'), ('и', 'i0'), ('н', 'n')]"
1134,"['ч', 'у', 'т', 'ь']","['ch', 'u0', ""t'""]",1714,"[('ч', 'ch'), ('у', 'u0'), ('т', ""t'""), ('ь', '-')]"
1135,"['в', 'а', 'с']","['v', 'a0', 's']",1714,"[('в', 'v'), ('а', 'a0'), ('с', 's')]"
1136,"['г', 'р', 'а', 'н', 'ь']","['g', 'r', 'a0', ""n'""]",1714,"[('г', 'g'), ('р', 'r'), ('а', 'a0'), ('н', ""n'""), ('ь', '-')]"
1137,"['н', 'е', 'ф', 'т', 'ь']","[""n'"", 'e0', 'f', ""t'""]",1714,"[('н', ""n'""), ('е', 'e0'), ('ф', 'f'), ('т', ""t'""), ('ь', '-')]"
1138,"['з', 'о', 'н']","['z', 'o0', 'n']",1714,"[('з', 'z'), ('о', 'o0'), ('н', 'n')]"
1139,"['л', 'и']","[""l'"", 'i0']",1714,"[('л', ""l'""), ('и', 'i0')]"
1140,"['т', 'у']","['t', 'u0']",1714,"[('т', 't'), ('у', 'u0')]"
1141,['у'],['u0'],1714,"[('у', 'u0')]"
1142,"['ч', 'ё', 'м']","['ch', 'o0', 'm']",1714,"[('ч', 'ch'), ('ё', 'o0'), ('м', 'm')]"
1143,"['в', 'с', 'е', 'х']","['f', ""s'"", 'e0', 'h']",1613,"[('в', 'f'), ('с', ""s'""), ('е', 'e0'), ('х', 'h')]"
1144,"['в', 'с', 'я']","['f', ""s'"", 'a0']",1613,"[('в', 'f'), ('с', ""s'""), ('я', 'a0')]"
1145,"['в', 'р', 'е', 'д']","['v', ""r'"", 'e0', 't']",1613,"[('в', 'v'), ('р', ""r'""), ('е', 'e0'), ('д', 't')]"
1146,"['г', 'е', 'н']","[""g'"", 'e0', 'n']",1613,"[('г', ""g'""), ('е', 'e0'), ('н', 'n')]"
1147,"['д', 'у', 'б']","['d', 'u0', 'p']",1613,"[('д', 'd'), ('у', 'u0'), ('б', 'p')]"
1148,"['ж', 'у', 'к']","['zh', 'u0', 'k']",1613,"[('ж', 'zh'), ('у', 'u0'), ('к', 'k')]"
1149,"['к', 'р', 'ы', 'ш']","['k', 'r', 'y0', 'sh']",1613,"[('к', 'k'), ('р', 'r'), ('ы', 'y0'), ('ш', 'sh')]"
1150,"['л', 'а']","['l', 'a0']",1613,"[('л', 'l'), ('а', 'a0')]"
1151,"['м', 'ё', 'д']","[""m'"", 'o0', 't']",1613,"[('м', ""m'""), ('ё', 'o0'), ('д', 't')]"
1152,"['н', 'е', 'г', 'р']","[""n'"", 'e0', 'g', 'r']",1613,"[('н', ""n'""), ('е', 'e0'), ('г', 'g'), ('р', 'r')]"
1153,"['н', 'и', 'т', 'ь']","[""n'"", 'i0', ""t'""]",1613,"[('н', ""n'""), ('и', 'i0'), ('т', ""t'""), ('ь', '-')]"
1154,"['п', 'л', 'о', 'д']","['p', 'l', 'o0', 't']",1613,"[('п', 'p'), ('л', 'l'), ('о', 'o0'), ('д', 't')]"
1155,"['п', 'р', 'а', 'х']","['p', 'r', 'a0', 'h']",1613,"[('п', 'p'), ('р', 'r'), ('а', 'a0'), ('х', 'h')]"
1156,"['п', 'р', 'и', 'з']","['p', ""r'"", 'i0', 's']",1613,"[('п', 'p'), ('р', ""r'""), ('и', 'i0'), ('з', 's')]"
1157,"['с', 'б', 'и', 'т', 'ь']","['z', ""b'"", 'i0', ""t'""]",1613,"[('с', 'z'), ('б', ""b'""), ('и', 'i0'), ('т', ""t'""), ('ь', '-')]"
1158,"['с', 'ж', 'е', 'ч', 'ь']","['zh', 'e0', 'ch']",1613,"[('с', '-'), ('ж', 'zh'), ('е', 'e0'), ('ч', 'ch'), ('ь', '-')]"
1159,"['с', 'н', 'я', 'т']","[""s'"", ""n'"", 'a0', 't']",1613,"[('с', ""s'""), ('н', ""n'""), ('я', 'a0'), ('т', 't')]"
1160,"['с', 'о', 'р', 'т']","['s', 'o0', 'r', 't']",1613,"[('с', 's'), ('о', 'o0'), ('р', 'r'), ('т', 't')]"
1161,"['с', 'п', 'и', 'ш', 'ь']","['s', ""p'"", 'i0', 'sh']",1613,"[('с', 's'), ('п', ""p'""), ('и', 'i0'), ('ш', 'sh'), ('ь', '-')]"
1162,"['т', 'о', 'л', 'к']","['t', 'o0', 'l', 'k']",1613,"[('т', 't'), ('о', 'o0'), ('л', 'l'), ('к', 'k')]"
1163,"['т', 'о', 'м']","['t', 'o0', 'm']",1613,"[('т', 't'), ('о', 'o0'), ('м', 'm')]"
1164,"['у', 'с']","['u0', 's']",1613,"[('у', 'u0'), ('с', 's')]"
1165,"['ч', 'т', 'о']","['ch', 't', 'o0']",1613,"[('ч', 'ch'), ('т', 't'), ('о', 'o0')]"
1166,"['ч', 'у', 'ш', 'ь']","['ch', 'u0', 'sh']",1613,"[('ч', 'ch'), ('у', 'u0'), ('ш', 'sh'), ('ь', '-')]"
1167,"['ш', 'а', 'н', 'с']","['sh', 'a0', 'n', 's']",1613,"[('ш', 'sh'), ('а', 'a0'), ('н', 'n'), ('с', 's')]"
1168,"['б', 'а']","['b', 'a0']",1613,"[('б', 'b'), ('а', 'a0')]"
1169,"['б', 'л', 'о', 'к']","['b', 'l', 'o0', 'k']",1613,"[('б', 'b'), ('л', 'l'), ('о', 'o0'), ('к', 'k')]"
1170,"['г', 'а', 'д']","['g', 'a0', 't']",1613,"[('г', 'g'), ('а', 'a0'), ('д', 't')]"
1171,"['д', 'о', 'н']","['d', 'o0', 'n']",1613,"[('д', 'd'), ('о', 'o0'), ('н', 'n')]"
1172,"['н', 'е', 'й']","[""n'"", 'e0', 'j']",1613,"[('н', ""n'""), ('е', 'e0'), ('й', 'j')]"
1173,"['п', 'р', 'о', 'б']","['p', 'r', 'o0', 'p']",1613,"[('п', 'p'), ('р', 'r'), ('о', 'o0'), ('б', 'p')]"
1174,"['р', 'а', 'з']","['r', 'a0', 's']",1613,"[('р', 'r'), ('а', 'a0'), ('з', 's')]"
1175,"['с', 'п', 'и', 'р', 'т']","['s', ""p'"", 'i0', 'r', 't']",1613,"[('с', 's'), ('п', ""p'""), ('и', 'i0'), ('р', 'r'), ('т', 't')]"
1176,"['с', 'т', 'а', 'н']","['s', 't', 'a0', 'n']",1613,"[('с', 's'), ('т', 't'), ('а', 'a0'), ('н', 'n')]"
1177,"['б', 'о', 'б']","['b', 'o0', 'p']",1613,"[('б', 'b'), ('о', 'o0'), ('б', 'p')]"
1178,"['в', 'с', 'я', 'к']","['f', ""s'"", 'a0', 'k']",1613,"[('в', 'f'), ('с', ""s'""), ('я', 'a0'), ('к', 'k')]"
1179,"['д', 'а', 'к']","['d', 'a0', 'k']",1613,"[('д', 'd'), ('а', 'a0'), ('к', 'k')]"
1180,"['ш', 'а', 'х']","['sh', 'a0', 'h']",1613,"[('ш', 'sh'), ('а', 'a0'), ('х', 'h')]"
1181,"['т', 'и', 'м']","[""t'"", 'i0', 'm']",1613,"[('т', ""t'""), ('и', 'i0'), ('м', 'm')]"
1182,"['б', 'е', 'й', 'л', 'ь']","[""b'"", 'e0', 'j', ""l'""]",1613,"[('б', ""b'""), ('е', 'e0'), ('й', 'j'), ('л', ""l'""), ('ь', '-')]"
1183,"['б', 'о']","['b', 'o0']",1512,"[('б', 'b'), ('о', 'o0')]"
1184,"['б', 'а', 'б']","['b', 'a0', 'p']",1512,"[('б', 'b'), ('а', 'a0'), ('б', 'p')]"
1185,"['б', 'р', 'о', 'в', 'ь']","['b', 'r', 'o0', ""f'""]",1512,"[('б', 'b'), ('р', 'r'), ('о', 'o0'), ('в', ""f'""), ('ь', '-')]"
1186,"['в', 'з', 'д', 'о', 'р']","['v', 'z', 'd', 'o0', 'r']",1512,"[('в', 'v'), ('з', 'z'), ('д', 'd'), ('о', 'o0'), ('р', 'r')]"
1187,"['в', 'о', 'з']","['v', 'o0', 's']",1512,"[('в', 'v'), ('о', 'o0'), ('з', 's')]"
1188,"['в', 'с', 'е', 'х']","['f', ""s'"", 'e0', 'h']",1512,"[('в', 'f'), ('с', ""s'""), ('е', 'e0'), ('х', 'h')]"
1189,"['г', 'е', 'р', 'б']","[""g'"", 'e0', 'r', 'p']",1512,"[('г', ""g'""), ('е', 'e0'), ('р', 'r'), ('б', 'p')]"
1190,"['г', 'о', 'р', 'с', 'т', 'ь']","['g', 'o0', 'r', ""s'"", ""t'""]",1512,"[('г', 'g'), ('о', 'o0'), ('р', 'r'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
1191,"['г', 'у', 'с', 'ь']","['g', 'u0', ""s'""]",1512,"[('г', 'g'), ('у', 'u0'), ('с', ""s'""), ('ь', '-')]"
1192,"['д', 'а', 'л', 'ь']","['d', 'a0', ""l'""]",1512,"[('д', 'd'), ('а', 'a0'), ('л', ""l'""), ('ь', '-')]"
1193,"['е', 'л']","['j', 'e0', 'l']",1512,"[('е', 'je0'), ('л', 'l')]"
1194,"['ж', 'и', 'з', 'н', 'ь']","['zh', 'y0', ""z'"", ""n'""]",1512,"[('ж', 'zh'), ('и', 'y0'), ('з', ""z'""), ('н', ""n'""), ('ь', '-')]"
1195,"['з', 'л', 'ы', 'м']","['z', 'l', 'y0', 'm']",1512,"[('з', 'z'), ('л', 'l'), ('ы', 'y0'), ('м', 'm')]"
1196,"['и', 'з', 'б']","['i0', 's', 'p']",1512,"[('и', 'i0'), ('з', 's'), ('б', 'p')]"
1197,"['к', 'о']","['k', 'o0']",1512,"[('к', 'k'), ('о', 'o0')]"
1198,"['к', 'р', 'а', 'н']","['k', 'r', 'a0', 'n']",1512,"[('к', 'k'), ('р', 'r'), ('а', 'a0'), ('н', 'n')]"
1199,"['к', 'у', 'р']","['k', 'u0', 'r']",1512,"[('к', 'k'), ('у', 'u0'), ('р', 'r')]"
1200,"['к', 'у', 'с', 'т']","['k', 'u0', 's', 't']",1512,"[('к', 'k'), ('у', 'u0'), ('с', 's'), ('т', 't')]"
