,word,transcript,freq,corr
3789,"['о', 'т', 'б', 'л', 'а', 'г', 'о', 'д', 'а', 'р', 'и', 'т', 'ь']","['a', 'd', 'b', 'l', 'a', 'g', 'a', 'd', 'a', ""r'"", 'i', ""t'""]",3,"[('о', 'a'), ('т', 'd'), ('б', 'b'), ('л', 'l'), ('а', 'a'), ('г', 'g'), ('о', 'a'), ('д', 'd'), ('а', 'a'), ('р', ""r'""), ('и', 'i'), ('т', ""t'""), ('ь', '-')]"
3790,"['о', 'т', 'в', 'е', 'р', 'н', 'у', 'в', 'ш', 'и', 'с', 'ь']","['a', 't', ""v'"", 'i', 'r', 'n', 'u', 'f', 'sh', 'y', ""s'""]",3,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'i'), ('р', 'r'), ('н', 'n'), ('у', 'u'), ('в', 'f'), ('ш', 'sh'), ('и', 'y'), ('с', ""s'""), ('ь', '-')]"
3791,"['о', 'т', 'в', 'е', 'т']","['a', 't', ""v'"", 'e', 't']",19,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'e'), ('т', 't')]"
3792,"['о', 'т', 'в', 'е', 'т', 'а']","['a', 't', ""v'"", 'e', 't', 'a']",5,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'e'), ('т', 't'), ('а', 'a')]"
3793,"['о', 'т', 'в', 'е', 'т', 'и', 'л']","['a', 't', ""v'"", 'e', ""t'"", 'i', 'l']",89,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'e'), ('т', ""t'""), ('и', 'i'), ('л', 'l')]"
3794,"['о', 'т', 'в', 'е', 'т', 'и', 'л', 'а']","['a', 't', ""v'"", 'e', ""t'"", 'i', 'l', 'a']",36,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'e'), ('т', ""t'""), ('и', 'i'), ('л', 'l'), ('а', 'a')]"
3795,"['о', 'т', 'в', 'е', 'т', 'и', 'т']","['a', 't', ""v'"", 'e', ""t'"", 'i', 't']",9,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'e'), ('т', ""t'""), ('и', 'i'), ('т', 't')]"
3796,"['о', 'т', 'в', 'е', 'т', 'и', 'т', 'ь']","['a', 't', ""v'"", 'e', ""t'"", 'i', ""t'""]",23,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'e'), ('т', ""t'""), ('и', 'i'), ('т', ""t'""), ('ь', '-')]"
3797,"['о', 'т', 'в', 'е', 'т', 'с', 'т', 'в', 'о', 'в', 'а', 'л', 'а']","['a', 't', ""v'"", 'e', 'c', 't', 'v', 'a', 'v', 'a', 'l', 'a']",7,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'e'), ('т', '-'), ('с', 'c'), ('т', 't'), ('в', 'v'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('л', 'l'), ('а', 'a')]"
3798,"['о', 'т', 'в', 'е', 'т', 'у']","['a', 't', ""v'"", 'e', 't', 'u']",8,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'e'), ('т', 't'), ('у', 'u')]"
3799,"['о', 'т', 'в', 'е', 'ч', 'а', 'е', 'т']","['a', 't', ""v'"", 'i', 'ch', 'a', 'j', 'i', 't']",3,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'i'), ('ч', 'ch'), ('а', 'a'), ('е', 'ji'), ('т', 't')]"
3800,"['о', 'т', 'в', 'е', 'ч', 'а', 'л']","['a', 't', ""v'"", 'i', 'ch', 'a', 'l']",19,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'i'), ('ч', 'ch'), ('а', 'a'), ('л', 'l')]"
3801,"['о', 'т', 'в', 'е', 'ч', 'а', 'л', 'а']","['a', 't', ""v'"", 'i', 'ch', 'a', 'l', 'a']",11,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'i'), ('ч', 'ch'), ('а', 'a'), ('л', 'l'), ('а', 'a')]"
3802,"['о', 'т', 'в', 'е', 'ч', 'а', 'т', 'ь']","['a', 't', ""v'"", 'i', 'ch', 'a', ""t'""]",8,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'i'), ('ч', 'ch'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
3803,"['о', 'т', 'в', 'е', 'ч', 'а', 'ю', 'т']","['a', 't', ""v'"", 'i', 'ch', 'a', 'j', 'u', 't']",16,"[('о', 'a'), ('т', 't'), ('в', ""v'""), ('е', 'i'), ('ч', 'ch'), ('а', 'a'), ('ю', 'ju'), ('т', 't')]"
3804,"['о', 'т', 'в', 'л', 'е', 'к', 'а', 'т', 'ь']","['a', 't', 'v', ""l'"", 'i', 'k', 'a', ""t'""]",3,"[('о', 'a'), ('т', 't'), ('в', 'v'), ('л', ""l'""), ('е', 'i'), ('к', 'k'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
3805,"['о', 'т', 'в', 'л', 'е', 'к', 'л', 'и', 'с', 'ь']","['a', 't', 'v', ""l'"", 'i', 'k', ""l'"", 'i', ""s'""]",3,"[('о', 'a'), ('т', 't'), ('в', 'v'), ('л', ""l'""), ('е', 'i'), ('к', 'k'), ('л', ""l'""), ('и', 'i'), ('с', ""s'""), ('ь', '-')]"
3806,"['о', 'т', 'в', 'о', 'р', 'и', 'л']","['a', 't', 'v', 'a', ""r'"", 'i', 'l']",8,"[('о', 'a'), ('т', 't'), ('в', 'v'), ('о', 'a'), ('р', ""r'""), ('и', 'i'), ('л', 'l')]"
3807,"['о', 'т', 'в', 'р', 'а', 'т', 'и', 'т', 'е', 'л', 'ь', 'н', 'а']","['a', 't', 'v', 'r', 'a', ""t'"", 'i', ""t'"", 'i', ""l'"", 'n', 'a']",8,"[('о', 'a'), ('т', 't'), ('в', 'v'), ('р', 'r'), ('а', 'a'), ('т', ""t'""), ('и', 'i'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('а', 'a')]"
3808,"['о', 'т', 'в', 'р', 'а', 'т', 'и', 'т', 'е', 'л', 'ь', 'н', 'е', 'е']","['a', 't', 'v', 'r', 'a', ""t'"", 'i', ""t'"", 'i', ""l'"", ""n'"", 'i', 'j', 'i']",1,"[('о', 'a'), ('т', 't'), ('в', 'v'), ('р', 'r'), ('а', 'a'), ('т', ""t'""), ('и', 'i'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', ""n'""), ('е', 'i'), ('е', 'ji')]"
3809,"['о', 'т', 'в', 'р', 'а', 'т', 'и', 'т', 'е', 'л', 'ь', 'н', 'о', 'й']","['a', 't', 'v', 'r', 'a', ""t'"", 'i', ""t'"", 'i', ""l'"", 'n', 'a', 'j']",8,"[('о', 'a'), ('т', 't'), ('в', 'v'), ('р', 'r'), ('а', 'a'), ('т', ""t'""), ('и', 'i'), ('т', ""t'""), ('е', 'i'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('о', 'a'), ('й', 'j')]"
3810,"['о', 'т', 'г', 'о', 'в', 'а', 'р', 'и', 'в', 'а', 'т', 'ь']","['a', 'd', 'g', 'a', 'v', 'a', ""r'"", 'i', 'v', 'a', ""d'""]",3,"[('о', 'a'), ('т', 'd'), ('г', 'g'), ('о', 'a'), ('в', 'v'), ('а', 'a'), ('р', ""r'""), ('и', 'i'), ('в', 'v'), ('а', 'a'), ('т', ""d'""), ('ь', '-')]"
3811,"['о', 'т', 'г', 'у', 'л']","['a', 'd', 'g', 'u', 'l']",3,"[('о', 'a'), ('т', 'd'), ('г', 'g'), ('у', 'u'), ('л', 'l')]"
3812,"['о', 'т', 'д', 'а', 'л', 'е', 'н', 'н', 'ы', 'х']","['a', 'd', 'd', 'a', ""l'"", 'o', 'n', 'y', 'h']",3,"[('о', 'a'), ('т', 'd'), ('д', 'd'), ('а', 'a'), ('л', ""l'""), ('е', 'o'), ('н', 'n'), ('н', '-'), ('ы', 'y'), ('х', 'h')]"
3813,"['о', 'т', 'д', 'е', 'л']","['a', ""d'"", ""d'"", 'e', 'l']",3,"[('о', 'a'), ('т', ""d'""), ('д', ""d'""), ('е', 'e'), ('л', 'l')]"
3814,"['о', 'т', 'д', 'е', 'л', 'е']","['a', ""d'"", ""d'"", 'e', ""l'"", 'i']",1,"[('о', 'a'), ('т', ""d'""), ('д', ""d'""), ('е', 'e'), ('л', ""l'""), ('е', 'i')]"
3815,"['о', 'т', 'д', 'е', 'л', 'о', 'в']","['a', ""d'"", ""d'"", 'e', 'l', 'a', 'f']",1,"[('о', 'a'), ('т', ""d'""), ('д', ""d'""), ('е', 'e'), ('л', 'l'), ('о', 'a'), ('в', 'f')]"
3816,"['о', 'т', 'д', 'е', 'л', 'ь', 'н', 'а', 'я']","['a', ""d'"", ""d'"", 'e', ""l'"", 'n', 'a', 'j', 'a']",3,"[('о', 'a'), ('т', ""d'""), ('д', ""d'""), ('е', 'e'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('а', 'a'), ('я', 'ja')]"
3817,"['о', 'т', 'д', 'е', 'л', 'ь', 'н', 'о']","['a', ""d'"", ""d'"", 'e', ""l'"", 'n', 'a']",3,"[('о', 'a'), ('т', ""d'""), ('д', ""d'""), ('е', 'e'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('о', 'a')]"
3818,"['о', 'т', 'д', 'е', 'л', 'ь', 'н', 'о', 'м']","['a', ""d'"", ""d'"", 'e', ""l'"", 'n', 'a', 'm']",1,"[('о', 'a'), ('т', ""d'""), ('д', ""d'""), ('е', 'e'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('о', 'a'), ('м', 'm')]"
3820,"['о', 'т', 'д', 'е', 'л', 'ь', 'н', 'у', 'ю']","['a', ""d'"", ""d'"", 'e', ""l'"", 'n', 'u', 'j', 'u']",1,"[('о', 'a'), ('т', ""d'""), ('д', ""d'""), ('е', 'e'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('у', 'u'), ('ю', 'ju')]"
3821,"['о', 'т', 'д', 'е', 'л', 'ь', 'н', 'ы', 'е']","['a', ""d'"", ""d'"", 'e', ""l'"", 'n', 'y', 'j', 'i']",2,"[('о', 'a'), ('т', ""d'""), ('д', ""d'""), ('е', 'e'), ('л', ""l'""), ('ь', '-'), ('н', 'n'), ('ы', 'y'), ('е', 'ji')]"
3822,"['о', 'т', 'д', 'е', 'л', 'я', 'л']","['a', ""d'"", ""d'"", 'i', ""l'"", 'a', 'l']",1,"[('о', 'a'), ('т', ""d'""), ('д', ""d'""), ('е', 'i'), ('л', ""l'""), ('я', 'a'), ('л', 'l')]"
3824,"['о', 'т', 'д', 'ы', 'х']","['o', 'd', 'd', 'y', 'h']",3,"[('о', 'o'), ('т', 'd'), ('д', 'd'), ('ы', 'y'), ('х', 'h')]"
3825,"['о', 'т', 'д', 'ы', 'х', 'а']","['o', 'd', 'd', 'y', 'h', 'a']",1,"[('о', 'o'), ('т', 'd'), ('д', 'd'), ('ы', 'y'), ('х', 'h'), ('а', 'a')]"
3826,"['о', 'т', 'д', 'ы', 'х', 'е']","['o', 'd', 'd', 'y', ""h'"", 'i']",1,"[('о', 'o'), ('т', 'd'), ('д', 'd'), ('ы', 'y'), ('х', ""h'""), ('е', 'i')]"
3827,"['о', 'т', 'д', 'ы', 'ш', 'а', 'л', 'с', 'я']","['a', 'd', 'd', 'y', 'sh', 'a', 'l', ""s'"", 'a']",2,"[('о', 'a'), ('т', 'd'), ('д', 'd'), ('ы', 'y'), ('ш', 'sh'), ('а', 'a'), ('л', 'l'), ('с', ""s'""), ('я', 'a')]"
3828,"['о', 'т', 'е', 'ц']","['a', ""t'"", 'e', 'c']",537,"[('о', 'a'), ('т', ""t'""), ('е', 'e'), ('ц', 'c')]"
3829,"['о', 'т', 'к', 'а', 'ж', 'е', 'м', 'с', 'я']","['a', 't', 'k', 'a', 'zh', 'y', 'm', ""s'"", 'a']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('а', 'a'), ('ж', 'zh'), ('е', 'y'), ('м', 'm'), ('с', ""s'""), ('я', 'a')]"
3830,"['о', 'т', 'к', 'а', 'ж', 'е', 'т']","['a', 't', 'k', 'a', 'zh', 'y', 't']",8,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('а', 'a'), ('ж', 'zh'), ('е', 'y'), ('т', 't')]"
3831,"['о', 'т', 'к', 'а', 'з']","['a', 't', 'k', 'a', 's']",8,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('а', 'a'), ('з', 's')]"
3832,"['о', 'т', 'к', 'а', 'з', 'а', 'л', 'с', 'я']","['a', 't', 'k', 'a', 'z', 'a', 'l', ""s'"", 'a']",10,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('а', 'a'), ('з', 'z'), ('а', 'a'), ('л', 'l'), ('с', ""s'""), ('я', 'a')]"
3833,"['о', 'т', 'к', 'а', 'з', 'о', 'м']","['a', 't', 'k', 'a', 'z', 'a', 'm']",8,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('а', 'a'), ('з', 'z'), ('о', 'a'), ('м', 'm')]"
3834,"['о', 'т', 'к', 'а', 'з', 'ы', 'в', 'а', 'л', 'а', 'с', 'ь']","['a', 't', 'k', 'a', 'z', 'y', 'v', 'a', 'l', 'a', ""s'""]",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('а', 'a'), ('з', 'z'), ('ы', 'y'), ('в', 'v'), ('а', 'a'), ('л', 'l'), ('а', 'a'), ('с', ""s'""), ('ь', '-')]"
3835,"['о', 'т', 'к', 'а', 'з', 'ы', 'в', 'а', 'т', 'ь']","['a', 't', 'k', 'a', 'z', 'y', 'v', 'a', ""t'""]",8,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('а', 'a'), ('з', 'z'), ('ы', 'y'), ('в', 'v'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
3836,"['о', 'т', 'к', 'а', 'з', 'ы', 'в', 'а', 'ю', 'т', 'с', 'я']","['a', 't', 'k', 'a', 'z', 'y', 'v', 'a', 'j', 'u', 'c', 'a']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('а', 'a'), ('з', 'z'), ('ы', 'y'), ('в', 'v'), ('а', 'a'), ('ю', 'ju'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
3837,"['о', 'т', 'к', 'а', 'ч', 'к', 'и']","['a', 't', 'k', 'a', 'ch', ""k'"", 'i']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('а', 'a'), ('ч', 'ch'), ('к', ""k'""), ('и', 'i')]"
3838,"['о', 'т', 'к', 'и', 'н', 'у', 'в']","['a', 't', ""k'"", 'i', 'n', 'u', 'f']",2,"[('о', 'a'), ('т', 't'), ('к', ""k'""), ('и', 'i'), ('н', 'n'), ('у', 'u'), ('в', 'f')]"
3839,"['о', 'т', 'к', 'л', 'и', 'к', 'а', 'ю', 'т', 'с', 'я']","['a', 't', 'k', ""l'"", 'i', 'k', 'a', 'j', 'u', 'c', 'a']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('л', ""l'""), ('и', 'i'), ('к', 'k'), ('а', 'a'), ('ю', 'ju'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
3840,"['о', 'т', 'к', 'л', 'и', 'к', 'н', 'у', 'л', 'с', 'я']","['a', 't', 'k', ""l'"", 'i', 'k', 'n', 'u', 'l', ""s'"", 'a']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('л', ""l'""), ('и', 'i'), ('к', 'k'), ('н', 'n'), ('у', 'u'), ('л', 'l'), ('с', ""s'""), ('я', 'a')]"
3841,"['о', 'т', 'к', 'о', 'с']","['a', 't', 'k', 'o', 's']",6,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('о', 'o'), ('с', 's')]"
3842,"['о', 'т', 'к', 'р', 'ы', 'в']","['a', 't', 'k', 'r', 'y', 'f']",8,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('в', 'f')]"
3843,"['о', 'т', 'к', 'р', 'ы', 'в', 'а', 'л', 'а', 'с', 'ь']","['a', 't', 'k', 'r', 'y', 'v', 'a', 'l', 'a', ""s'""]",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('в', 'v'), ('а', 'a'), ('л', 'l'), ('а', 'a'), ('с', ""s'""), ('ь', '-')]"
3844,"['о', 'т', 'к', 'р', 'ы', 'в', 'а', 'т', 'ь']","['a', 't', 'k', 'r', 'y', 'v', 'a', ""t'""]",5,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('в', 'v'), ('а', 'a'), ('т', ""t'""), ('ь', '-')]"
3845,"['о', 'т', 'к', 'р', 'ы', 'в', 'ш', 'у', 'ю', 'с', 'я']","['a', 't', 'k', 'r', 'y', 'f', 'sh', 'u', 'j', 'u', ""s'"", 'a']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('в', 'f'), ('ш', 'sh'), ('у', 'u'), ('ю', 'ju'), ('с', ""s'""), ('я', 'a')]"
3846,"['о', 'т', 'к', 'р', 'ы', 'л']","['a', 't', 'k', 'r', 'y', 'l']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('л', 'l')]"
3847,"['о', 'т', 'к', 'р', 'ы', 'л', 'а']","['a', 't', 'k', 'r', 'y', 'l', 'a']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('л', 'l'), ('а', 'a')]"
3848,"['о', 'т', 'к', 'р', 'ы', 'т', 'а']","['a', 't', 'k', 'r', 'y', 't', 'a']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('т', 't'), ('а', 'a')]"
3849,"['о', 'т', 'к', 'р', 'ы', 'т', 'и', 'я']","['a', 't', 'k', 'r', 'y', ""t'"", 'i', 'j', 'a']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('т', ""t'""), ('и', 'i'), ('я', 'ja')]"
3850,"['о', 'т', 'к', 'р', 'ы', 'т', 'о']","['a', 't', 'k', 'r', 'y', 't', 'a']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('т', 't'), ('о', 'a')]"
3851,"['о', 'т', 'к', 'р', 'ы', 'т', 'о', 'й']","['a', 't', 'k', 'r', 'y', 't', 'a', 'j']",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('т', 't'), ('о', 'a'), ('й', 'j')]"
3852,"['о', 'т', 'к', 'р', 'ы', 'т', 'ь']","['a', 't', 'k', 'r', 'y', ""t'""]",7,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('р', 'r'), ('ы', 'y'), ('т', ""t'""), ('ь', '-')]"
3853,"['о', 'т', 'к', 'у', 'д', 'а']","['a', 't', 'k', 'u', 'd', 'a']",60,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('у', 'u'), ('д', 'd'), ('а', 'a')]"
3854,"['о', 'т', 'к', 'у', 'д', 'а', 'н', 'и', 'б', 'у', 'д', 'ь']","['a', 't', 'k', 'u', 'd', 'a', ""n'"", 'i', 'b', 'u', ""t'""]",3,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('у', 'u'), ('д', 'd'), ('а', 'a'), ('н', ""n'""), ('и', 'i'), ('б', 'b'), ('у', 'u'), ('д', ""t'""), ('ь', '-')]"
3855,"['о', 'т', 'к', 'у', 'д', 'а', 'т', 'о']","['a', 't', 'k', 'u', 'd', 'a', 't', 'a']",1,"[('о', 'a'), ('т', 't'), ('к', 'k'), ('у', 'u'), ('д', 'd'), ('а', 'a'), ('т', 't'), ('о', 'a')]"
3856,"['о', 'т', 'л', 'и', 'в']","['a', 't', ""l'"", 'i', 'v']",7,"[('о', 'a'), ('т', 't'), ('л', ""l'""), ('и', 'i'), ('в', 'v')]"
3857,"['о', 'т', 'л', 'и', 'ч', 'а', 'л', 'а']","['a', 't', ""l'"", 'i', 'ch', 'a', 'l', 'a']",8,"[('о', 'a'), ('т', 't'), ('л', ""l'""), ('и', 'i'), ('ч', 'ch'), ('а', 'a'), ('л', 'l'), ('а', 'a')]"
3858,"['о', 'т', 'л', 'и', 'ч', 'и', 'т', 'ь']","['a', 't', ""l'"", 'i', 'ch', 'i', ""t'""]",7,"[('о', 'a'), ('т', 't'), ('л', ""l'""), ('и', 'i'), ('ч', 'ch'), ('и', 'i'), ('т', ""t'""), ('ь', '-')]"
3859,"['о', 'т', 'л', 'и', 'ч', 'н', 'а', 'я']","['a', 't', ""l'"", 'i', 'ch', 'n', 'a', 'j', 'a']",7,"[('о', 'a'), ('т', 't'), ('л', ""l'""), ('и', 'i'), ('ч', 'ch'), ('н', 'n'), ('а', 'a'), ('я', 'ja')]"
3860,"['о', 'т', 'л', 'и', 'ч', 'н', 'и', 'ц', 'ы']","['a', 't', ""l'"", 'i', 'ch', ""n'"", 'i', 'c', 'y']",3,"[('о', 'a'), ('т', 't'), ('л', ""l'""), ('и', 'i'), ('ч', 'ch'), ('н', ""n'""), ('и', 'i'), ('ц', 'c'), ('ы', 'y')]"
3861,"['о', 'т', 'л', 'и', 'ч', 'н', 'о']","['a', 't', ""l'"", 'i', 'ch', 'n', 'a']",9,"[('о', 'a'), ('т', 't'), ('л', ""l'""), ('и', 'i'), ('ч', 'ch'), ('н', 'n'), ('о', 'a')]"
3862,"['о', 'т', 'л', 'и', 'ч', 'н', 'о', 'й']","['a', 't', ""l'"", 'i', 'ch', 'n', 'a', 'j']",8,"[('о', 'a'), ('т', 't'), ('л', ""l'""), ('и', 'i'), ('ч', 'ch'), ('н', 'n'), ('о', 'a'), ('й', 'j')]"
3863,"['о', 'т', 'л', 'и', 'ч', 'н', 'ы', 'е']","['a', 't', ""l'"", 'i', 'ch', 'n', 'y', 'j', 'i']",3,"[('о', 'a'), ('т', 't'), ('л', ""l'""), ('и', 'i'), ('ч', 'ch'), ('н', 'n'), ('ы', 'y'), ('е', 'ji')]"
3864,"['о', 'т', 'л', 'и', 'ч', 'н', 'ы', 'й']","['a', 't', ""l'"", 'i', 'ch', 'n', 'y', 'j']",3,"[('о', 'a'), ('т', 't'), ('л', ""l'""), ('и', 'i'), ('ч', 'ch'), ('н', 'n'), ('ы', 'y'), ('й', 'j')]"
3865,"['о', 'т', 'л', 'о', 'ж', 'е', 'н', 'ы']","['a', 't', 'l', 'o', 'zh', 'y', 'n', 'y']",8,"[('о', 'a'), ('т', 't'), ('л', 'l'), ('о', 'o'), ('ж', 'zh'), ('е', 'y'), ('н', 'n'), ('ы', 'y')]"
3866,"['о', 'т', 'л', 'о', 'ж', 'и', 'л']","['a', 't', 'l', 'a', 'zh', 'y', 'l']",3,"[('о', 'a'), ('т', 't'), ('л', 'l'), ('о', 'a'), ('ж', 'zh'), ('и', 'y'), ('л', 'l')]"
3867,"['о', 'т', 'м', 'е', 'т', 'к', 'и']","['a', 't', ""m'"", 'e', 't', ""k'"", 'i']",8,"[('о', 'a'), ('т', 't'), ('м', ""m'""), ('е', 'e'), ('т', 't'), ('к', ""k'""), ('и', 'i')]"
3868,"['о', 'т', 'м', 'е', 'ч', 'а', 'л']","['a', 't', ""m'"", 'i', 'ch', 'a', 'l']",3,"[('о', 'a'), ('т', 't'), ('м', ""m'""), ('е', 'i'), ('ч', 'ch'), ('а', 'a'), ('л', 'l')]"
3869,"['о', 'т', 'н', 'е', 'к', 'и', 'в', 'а', 'т', 'ь', 'с', 'я']","['a', ""t'"", ""n'"", 'e', ""k'"", 'i', 'v', 'a', 'c', 'a']",3,"[('о', 'a'), ('т', ""t'""), ('н', ""n'""), ('е', 'e'), ('к', ""k'""), ('и', 'i'), ('в', 'v'), ('а', 'a'), ('т', '-'), ('ь', '-'), ('с', 'c'), ('я', 'a')]"
3870,"['о', 'т', 'н', 'и', 'м', 'а', 'я']","['a', ""t'"", ""n'"", 'i', 'm', 'a', 'j', 'a']",3,"[('о', 'a'), ('т', ""t'""), ('н', ""n'""), ('и', 'i'), ('м', 'm'), ('а', 'a'), ('я', 'ja')]"
3871,"['о', 'т', 'н', 'о', 'с', 'и', 'л', 'а', 'с', 'ь']","['a', 't', 'n', 'a', ""s'"", 'i', 'l', 'a', ""s'""]",8,"[('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('и', 'i'), ('л', 'l'), ('а', 'a'), ('с', ""s'""), ('ь', '-')]"
3872,"['о', 'т', 'н', 'о', 'с', 'и', 'л', 'и', 'с', 'ь']","['a', 't', 'n', 'a', ""s'"", 'i', ""l'"", 'i', ""s'""]",11,"[('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('и', 'i'), ('л', ""l'""), ('и', 'i'), ('с', ""s'""), ('ь', '-')]"
3873,"['о', 'т', 'н', 'о', 'с', 'и', 'т', 'с', 'я']","['a', 't', 'n', 'o', ""s'"", 'i', 'c', 'a']",5,"[('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'o'), ('с', ""s'""), ('и', 'i'), ('т', '-'), ('с', 'c'), ('я', 'a')]"
3874,"['о', 'т', 'н', 'о', 'с', 'и', 'т', 'ь', 'с', 'я']","['a', 't', 'n', 'a', ""s'"", 'i', 'c', 'a']",5,"[('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('с', ""s'""), ('и', 'i'), ('т', '-'), ('ь', '-'), ('с', 'c'), ('я', 'a')]"
3875,"['о', 'т', 'н', 'о', 'ш', 'е', 'н', 'и', 'и']","['a', 't', 'n', 'a', 'sh', 'e', ""n'"", 'i', 'i']",15,"[('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('ш', 'sh'), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('и', 'i')]"
3876,"['о', 'т', 'н', 'о', 'ш', 'е', 'н', 'и', 'й']","['a', 't', 'n', 'a', 'sh', 'e', ""n'"", 'i', 'j']",14,"[('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('ш', 'sh'), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('й', 'j')]"
3877,"['о', 'т', 'н', 'о', 'ш', 'е', 'н', 'и', 'я']","['a', 't', 'n', 'a', 'sh', 'e', ""n'"", 'i', 'i']",30,"[('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('ш', 'sh'), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('я', 'i')]"
3878,"['о', 'т', 'н', 'о', 'ш', 'е', 'н', 'и', 'я', 'х']","['a', 't', 'n', 'a', 'sh', 'e', ""n'"", 'i', 'i', 'h']",20,"[('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('ш', 'sh'), ('е', 'e'), ('н', ""n'""), ('и', 'i'), ('я', 'i'), ('х', 'h')]"
3879,"['о', 'т', 'н', 'о', 'ш', 'у', 'с', 'ь']","['a', 't', 'n', 'a', 'sh', 'u', ""s'""]",3,"[('о', 'a'), ('т', 't'), ('н', 'n'), ('о', 'a'), ('ш', 'sh'), ('у', 'u'), ('с', ""s'""), ('ь', '-')]"
3880,"['о', 'т', 'о', 'д', 'в', 'и', 'н', 'у', 'л']","['a', 't', 'a', 'd', ""v'"", 'i', 'n', 'u', 'l']",7,"[('о', 'a'), ('т', 't'), ('о', 'a'), ('д', 'd'), ('в', ""v'""), ('и', 'i'), ('н', 'n'), ('у', 'u'), ('л', 'l')]"
